id,user_id,experiment_id,scenario_type,input_type,input_state,hand,hand_location,hand_rotation,event_datetime
0,"FDI_AC","","T2_BasicEmergency","IA_Move_Right","started","Right","(13.974461;30.209383;7.329552)","(-44.329891;46.05043;-42.620403)","2025-2-17 18:47:19.136"
1,"FDI_AC","","T2_BasicEmergency","IA_Move_Right","completed","Right","(14.779007;30.767342;7.065575)","(-51.039082;48.504864;-39.451355)","2025-2-17 18:47:19.236"
2,"FDI_AC","","T2_BasicEmergency","IA_Move_Right","started","Right","(13.772739;30.209558;7.567055)","(-45.52951;48.297153;-41.222027)","2025-2-17 18:47:19.468"
3,"FDI_AC","","T2_BasicEmergency","IA_Move_Right","completed","Right","(12.437355;30.002037;9.169403)","(-47.609043;34.304062;-39.62027)","2025-2-17 18:47:19.592"
4,"FDI_AC","","T2_BasicEmergency","IA_Move_Right","started","Right","(18.54283;26.413578;2.205582)","(-91.685249;5.212362;-68.086212)","2025-2-17 18:47:21.188"
5,"FDI_AC","","T2_BasicEmergency","IA_Move_Right","completed","Right","(18.363073;26.691956;0.967506)","(-89.057343;8.914466;-68.468704)","2025-2-17 18:47:21.326"
6,"FDI_AC","","T2_BasicEmergency","IA_Move_Right","started","Right","(17.531004;32.401325;5.323036)","(-97.27195;6.376899;-62.868404)","2025-2-17 18:47:21.749"
7,"FDI_AC","","T2_BasicEmergency","IA_Move_Right","completed","Right","(18.349079;32.472141;6.545242)","(-106.172707;9.266081;-63.401112)","2025-2-17 18:47:21.855"
8,"FDI_AC","","T2_BasicEmergency","IA_Move_Right","started","Right","(15.17953;32.934135;7.216705)","(-103.457939;12.674785;-58.742317)","2025-2-17 18:47:21.980"
9,"FDI_AC","","T2_BasicEmergency","IA_Move_Right","completed","Right","(19.717636;32.897133;6.925598)","(-101.916153;10.3627;-58.229294)","2025-2-17 18:47:22.81"
10,"FDI_AC","","T2_BasicEmergency","IA_Move_Right","started","Right","(19.095612;32.215508;7.504524)","(-101.6558;19.417084;-64.841858)","2025-2-17 18:47:22.216"
11,"FDI_AC","","T2_BasicEmergency","IA_Move_Right","completed","Right","(22.511873;31.944668;7.448715)","(-99.926033;23.391502;-60.60062)","2025-2-17 18:47:22.299"
12,"FDI_AC","","T2_BasicEmergency","IA_Move_Right","started","Right","(25.021116;32.180779;5.868652)","(-68.423637;53.546822;-54.670357)","2025-2-17 18:47:22.449"
13,"FDI_AC","","T2_BasicEmergency","IA_Move_Right","completed","Right","(25.914286;32.278465;5.032631)","(-72.831779;49.163498;-52.356174)","2025-2-17 18:47:22.547"
14,"FDI_AC","","T2_BasicEmergency","IA_Move_Right","started","Right","(26.956448;32.007172;5.346924)","(-82.853127;52.865543;-57.315704)","2025-2-17 18:47:22.687"
15,"FDI_AC","","T2_BasicEmergency","IA_Move_Right","completed","Right","(27.954226;32.476021;4.852661)","(-82.520561;50.918255;-53.486984)","2025-2-17 18:47:22.771"
16,"FDI_AC","","T2_BasicEmergency","IA_Move_Right","started","Right","(27.330219;32.172707;5.285591)","(-81.300041;54.593212;-67.094238)","2025-2-17 18:47:22.897"
17,"FDI_AC","","T2_BasicEmergency","IA_Move_Right","completed","Right","(26.928015;31.180138;4.784943)","(-88.835472;57.158356;-71.579918)","2025-2-17 18:47:23.22"
18,"FDI_AC","","T2_BasicEmergency","IA_Move_Right","started","Right","(26.297318;30.633415;4.835678)","(-82.524826;51.699615;-72.055878)","2025-2-17 18:47:23.164"
19,"FDI_AC","","T2_BasicEmergency","IA_Move_Right","completed","Right","(26.527386;30.343414;4.332413)","(-89.27195;52.39579;-76.025345)","2025-2-17 18:47:23.269"
20,"FDI_AC","","T2_BasicEmergency","IA_Move_Right","started","Right","(26.17758;30.309298;3.931625)","(-84.898376;49.802082;-77.680748)","2025-2-17 18:47:23.439"
21,"FDI_AC","","T2_BasicEmergency","IA_Move_Right","completed","Right","(26.790846;30.423788;3.455826)","(-85.014923;47.330315;-72.937325)","2025-2-17 18:47:23.559"
22,"FDI_AC","","T2_BasicEmergency","IA_Move_Right","started","Right","(26.655102;30.51132;2.899414)","(-79.47863;44.143612;-68.074417)","2025-2-17 18:47:23.729"
23,"FDI_AC","","T2_BasicEmergency","IA_Move_Right","completed","Right","(26.813738;30.534122;1.922005)","(-80.84948;39.451027;-67.635078)","2025-2-17 18:47:23.871"